timestamp,renewable_kw,load_kw,price_import_per_kwh,price_export_per_kwh
2024-01-01 18:45:00,14.936412,113.556366,0.17507038,0.13130279
2024-01-01 19:00:00,13.145495,114.15766,0.17513394,0.13135046
2024-01-01 19:15:00,14.77877,114.90615,0.18236524,0.13677393
2024-01-01 19:30:00,16.189713,124.860596,0.17833969,0.13375477
2024-01-01 19:45:00,14.8097925,121.638565,0.18194199,0.13645649
2024-01-01 20:00:00,16.842995,123.131355,0.18395944,0.13796958
2024-01-01 20:15:00,15.115426,123.471504,0.18184614,0.1363846
2024-01-01 20:30:00,16.229685,119.7775,0.17747103,0.13310327
2024-01-01 20:45:00,16.7133,122.28353,0.18513174,0.13884881
2024-01-01 21:00:00,15.608321,123.10675,0.1829685,0.13722637
2024-01-01 21:15:00,19.49717,120.52262,0.18010733,0.13508049
2024-01-01 21:30:00,18.105408,124.61299,0.17991367,0.13493526
2024-01-01 21:45:00,19.585709,122.71951,0.18149598,0.13612199
2024-01-01 22:00:00,21.032045,129.69737,0.17875208,0.13406405
2024-01-01 22:15:00,21.46458,130.29802,0.093475185,0.07010639
2024-01-01 22:30:00,22.39224,122.671455,0.10300063,0.07725047
2024-01-01 22:45:00,21.34134,126.77493,0.102762975,0.07707223
2024-01-01 23:00:00,21.153404,135.42424,0.09079574,0.0680968
2024-01-01 23:15:00,22.28513,124.03841,0.102042705,0.07653203
2024-01-01 23:30:00,19.49542,129.55257,0.107025936,0.08026945
2024-01-01 23:45:00,20.380543,128.07622,0.09548945,0.07161709
2024-01-02 00:00:00,21.011456,131.75821,0.099706836,0.07478013
2024-01-02 00:15:00,22.020226,128.22661,0.09927207,0.074454054
2024-01-02 00:30:00,25.146374,124.904655,0.10664165,0.07998124
2024-01-02 00:45:00,22.840797,126.41077,0.10448379,0.078362845
2024-01-02 01:00:00,24.171877,125.91393,0.09648634,0.072364755
2024-01-02 01:15:00,27.77344,124.59967,0.10136847,0.07602636
2024-01-02 01:30:00,24.678507,119.003914,0.10921069,0.08190802
2024-01-02 01:45:00,27.05047,128.50548,0.09750117,0.07312588
2024-01-02 02:00:00,23.86017,126.99365,0.09995539,0.07496654
2024-01-02 02:15:00,25.435406,117.69147,0.10205403,0.07654052
2024-01-02 02:30:00,24.031515,119.7548,0.09755978,0.073169835
2024-01-02 02:45:00,25.304806,119.09992,0.10705281,0.08028961
2024-01-02 03:00:00,27.680614,114.373924,0.09810933,0.07358199
2024-01-02 03:15:00,22.52823,110.49401,0.09444386,0.07083289
2024-01-02 03:30:00,26.800406,114.20593,0.09790007,0.073425055
2024-01-02 03:45:00,26.321753,114.360306,0.10261208,0.07695906
2024-01-02 04:00:00,24.539106,108.893814,0.09680731,0.072605476
2024-01-02 04:15:00,22.683327,114.219536,0.1012088,0.0759066
2024-01-02 04:30:00,25.535294,117.0009,0.1022502,0.07668765
2024-01-02 04:45:00,24.115997,114.54572,0.09516426,0.0713732
2024-01-02 05:00:00,25.393555,109.493256,0.097745195,0.07330889
2024-01-02 05:15:00,24.695461,101.4611,0.10139588,0.076046914
2024-01-02 05:30:00,27.550385,110.513336,0.10280965,0.077107236
2024-01-02 05:45:00,23.536005,107.073944,0.09784487,0.07338365
2024-01-02 06:00:00,21.60986,107.038666,0.10060709,0.075455315
2024-01-02 06:15:00,28.865566,111.958496,0.09886426,0.07414819
2024-01-02 06:30:00,33.752182,99.812454,0.102911405,0.07718355
2024-01-02 06:45:00,40.77016,90.53954,0.102077655,0.07655824
2024-01-02 07:00:00,44.375744,96.78618,0.09850607,0.073879555
2024-01-02 07:15:00,47.967205,101.943924,0.10191378,0.076435335
2024-01-02 07:30:00,54.60275,99.15,0.09834961,0.07376221
2024-01-02 07:45:00,53.577084,93.26923,0.10182945,0.07637209
2024-01-02 08:00:00,58.791046,91.59321,0.10188518,0.076413885
2024-01-02 08:15:00,62.153187,95.048454,0.10948419,0.08211314
2024-01-02 08:30:00,66.9655,90.73527,0.098654956,0.07399122
2024-01-02 08:45:00,68.51752,97.11608,0.09943493,0.0745762
2024-01-02 09:00:00,75.838844,92.76584,0.097411074,0.07305831
2024-01-02 09:15:00,77.17952,91.347824,0.09586871,0.07190153
2024-01-02 09:30:00,77.482445,90.33707,0.09817416,0.073630616
2024-01-02 09:45:00,80.92569,94.00775,0.1026604,0.076995306
2024-01-02 10:00:00,85.83851,92.783775,0.10294985,0.077212386
2024-01-02 10:15:00,88.85455,93.153694,0.10118272,0.07588704
2024-01-02 10:30:00,92.842354,92.87451,0.09881694,0.074112706
2024-01-02 10:45:00,96.04382,91.74976,0.0980265,0.07351988
2024-01-02 11:00:00,92.10288,87.86748,0.09633268,0.07224951
2024-01-02 11:15:00,90.039185,89.11702,0.09777245,0.07332934
2024-01-02 11:30:00,88.181404,90.575294,0.094819486,0.071114615
2024-01-02 11:45:00,93.08937,100.60664,0.10543144,0.07907358
2024-01-02 12:00:00,90.71726,87.21799,0.107348606,0.08051146
2024-01-02 12:15:00,90.98328,91.27936,0.09225655,0.06919241
2024-01-02 12:30:00,89.74456,93.76324,0.101157054,0.075867794
2024-01-02 12:45:00,89.52948,92.64296,0.10109077,0.07581808
2024-01-02 13:00:00,90.47782,98.70742,0.100835234,0.075626425
2024-01-02 13:15:00,86.893524,93.79955,0.097629026,0.073221765
2024-01-02 13:30:00,84.20206,94.78147,0.10409006,0.07806754
2024-01-02 13:45:00,80.103065,99.725395,0.10164191,0.076231435
2024-01-02 14:00:00,76.20525,104.51492,0.10413649,0.078102365
2024-01-02 14:15:00,75.69866,103.76177,0.09704995,0.07278746
2024-01-02 14:30:00,73.42914,98.49568,0.09446727,0.070850454
2024-01-02 14:45:00,73.700165,99.801674,0.10173962,0.07630472
2024-01-02 15:00:00,66.829094,101.186874,0.09614823,0.07211117
2024-01-02 15:15:00,64.73026,102.6268,0.1042184,0.0781638
2024-01-02 15:30:00,57.770752,99.722305,0.09149352,0.06862014
2024-01-02 15:45:00,52.229443,107.960464,0.098125845,0.073594384
2024-01-02 16:00:00,48.342365,106.167694,0.09753631,0.07315224
2024-01-02 16:15:00,44.357197,106.308945,0.0986705,0.07400287
2024-01-02 16:30:00,45.480564,102.56595,0.101044394,0.0757833
2024-01-02 16:45:00,34.8974,109.07189,0.10158494,0.076188706
2024-01-02 17:00:00,33.45429,102.427155,0.18255895,0.13691922
2024-01-02 17:15:00,25.149612,108.850655,0.18301995,0.13726497
2024-01-02 17:30:00,23.958405,110.097084,0.1793139,0.13448542
2024-01-02 17:45:00,17.987415,114.65961,0.18843482,0.14132611
2024-01-02 18:00:00,12.029871,122.17815,0.18554837,0.13916127
2024-01-02 18:15:00,12.643706,118.07354,0.17875205,0.13406403
2024-01-02 18:30:00,11.8203335,122.681915,0.17945251,0.13458939
2024-01-02 18:45:00,14.447585,120.542046,0.17866781,0.13400087
2024-01-02 19:00:00,13.090034,123.50021,0.1814532,0.1360899
2024-01-02 19:15:00,12.01048,127.42878,0.17611225,0.13208419
2024-01-02 19:30:00,12.382657,118.03036,0.17684186,0.13263139
2024-01-02 19:45:00,15.773662,118.67981,0.17133054,0.12849791
2024-01-02 20:00:00,19.087627,125.40317,0.17840536,0.13380402
2024-01-02 20:15:00,16.759262,123.5184,0.18425904,0.13819428
2024-01-02 20:30:00,16.718515,125.16178,0.17939161,0.1345437
2024-01-02 20:45:00,18.04843,123.97179,0.17961536,0.13471152
2024-01-02 21:00:00,20.612003,123.20342,0.18111265,0.13583449
2024-01-02 21:15:00,18.96199,132.62677,0.17599106,0.1319933
2024-01-02 21:30:00,18.222357,122.230385,0.18010116,0.13507587
2024-01-02 21:45:00,21.773298,129.79031,0.18356133,0.137671
2024-01-02 22:00:00,20.928066,129.48358,0.18122625,0.13591969
2024-01-02 22:15:00,23.64303,121.33808,0.10391266,0.077934496
2024-01-02 22:30:00,21.427938,124.52289,0.10505653,0.07879239
2024-01-02 22:45:00,19.089373,125.31069,0.10265036,0.07698777
2024-01-02 23:00:00,19.263681,130.25833,0.09714653,0.0728599
2024-01-02 23:15:00,25.746422,126.49332,0.09862346,0.0739676
2024-01-02 23:30:00,26.317421,127.50365,0.107725956,0.08079447
2024-01-02 23:45:00,22.91573,121.82355,0.101256676,0.07594251
2024-01-03 00:00:00,22.89048,136.6903,0.100723825,0.07554287
2024-01-03 00:15:00,26.937607,127.32952,0.096560165,0.07242012
2024-01-03 00:30:00,22.132734,128.62584,0.099634156,0.07472562
2024-01-03 00:45:00,22.862303,123.98121,0.102865495,0.07714912
2024-01-03 01:00:00,26.214857,122.97794,0.10005938,0.075044535
2024-01-03 01:15:00,24.385773,132.61719,0.09792249,0.07344186
2024-01-03 01:30:00,25.38079,116.61347,0.09885046,0.074137844
2024-01-03 01:45:00,25.248554,124.647705,0.1047673,0.07857548
2024-01-03 02:00:00,26.402555,117.881905,0.102671124,0.077003345
2024-01-03 02:15:00,28.661245,120.24822,0.102136165,0.07660212
2024-01-03 02:30:00,26.112728,118.40533,0.10176353,0.076322645
2024-01-03 02:45:00,27.270748,116.05636,0.095267884,0.07145091
2024-01-03 03:00:00,21.899654,119.14177,0.101089396,0.07581705
2024-01-03 03:15:00,25.885435,107.68908,0.10427203,0.07820402
2024-01-03 03:30:00,24.245098,115.62635,0.09895632,0.07421724
2024-01-03 03:45:00,23.408655,115.42475,0.103909716,0.07793228
2024-01-03 04:00:00,23.971102,109.22164,0.102180906,0.07663568
2024-01-03 04:15:00,24.907196,119.5645,0.10331069,0.07748302
2024-01-03 04:30:00,27.22284,109.97164,0.100203745,0.07515281
2024-01-03 04:45:00,22.522198,110.227325,0.103546344,0.077659756
2024-01-03 05:00:00,24.989466,107.63113,0.094141275,0.070605956
2024-01-03 05:15:00,23.683418,108.49648,0.100132585,0.07509944
2024-01-03 05:30:00,23.69148,112.8831,0.10285206,0.07713904
2024-01-03 05:45:00,26.020231,116.38044,0.1011852,0.0758889
2024-01-03 06:00:00,24.733086,108.32382,0.10438249,0.07828687
2024-01-03 06:15:00,31.181812,108.56606,0.099371605,0.0745287
2024-01-03 06:30:00,33.003178,109.97741,0.09781018,0.073357634
2024-01-03 06:45:00,36.6599,103.03429,0.0934437,0.070082776
2024-01-03 07:00:00,42.257805,107.281006,0.098908134,0.0741811
2024-01-03 07:15:00,47.738457,103.16934,0.1020675,0.076550625
2024-01-03 07:30:00,52.02929,99.61825,0.10304403,0.077283025
2024-01-03 07:45:00,53.785835,99.53314,0.09440326,0.07080244
2024-01-03 08:00:00,60.25153,89.98641,0.1047013,0.078525975
2024-01-03 08:15:00,64.4628,97.63537,0.09610232,0.07207674
2024-01-03 08:30:00,72.78007,89.544655,0.09951541,0.074636556
2024-01-03 08:45:00,75.02458,88.53247,0.097724736,0.07329355
2024-01-03 09:00:00,72.86205,95.18306,0.101669,0.07625175
2024-01-03 09:15:00,77.049194,89.39998,0.1003763,0.07528222
2024-01-03 09:30:00,77.49717,93.34171,0.10271188,0.07703391
2024-01-03 09:45:00,81.77543,93.509,0.10737522,0.08053142
2024-01-03 10:00:00,85.84269,93.345535,0.10159141,0.076193556
2024-01-03 10:15:00,89.59001,88.72938,0.09769328,0.07326996
2024-01-03 10:30:00,87.390724,95.74872,0.10184428,0.07638321
2024-01-03 10:45:00,88.90781,91.6816,0.10778056,0.08083542
2024-01-03 11:00:00,86.979485,93.764305,0.10262536,0.07696902
2024-01-03 11:15:00,91.692924,87.252785,0.10378277,0.07783708
2024-01-03 11:30:00,90.32067,91.44068,0.093625695,0.07021927
2024-01-03 11:45:00,91.49506,96.73504,0.10154752,0.07616064
2024-01-03 12:00:00,90.589424,96.49404,0.09892793,0.07419595
2024-01-03 12:15:00,91.625465,89.76609,0.097279504,0.072959624
2024-01-03 12:30:00,87.4533,91.187935,0.09991073,0.07493305
2024-01-03 12:45:00,86.876976,89.90154,0.100434534,0.07532591
2024-01-03 13:00:00,92.604355,91.7859,0.09750243,0.07312682
2024-01-03 13:15:00,84.004585,89.43728,0.10075386,0.07556539
2024-01-03 13:30:00,82.32575,95.16693,0.099306054,0.07447954
2024-01-03 13:45:00,85.848206,98.999435,0.10280976,0.07710732
2024-01-03 14:00:00,85.36475,94.13187,0.1009103,0.07568272
2024-01-03 14:15:00,74.32815,97.76935,0.10150369,0.07612777
2024-01-03 14:30:00,72.80021,98.1603,0.103917554,0.07793816
2024-01-03 14:45:00,70.84741,104.22021,0.10221983,0.076664865
2024-01-03 15:00:00,70.02594,98.553635,0.09997566,0.07498175
2024-01-03 15:15:00,60.791073,99.73794,0.091652304,0.06873923
2024-01-03 15:30:00,58.278786,99.72761,0.10205492,0.076541185
2024-01-03 15:45:00,56.154007,99.66405,0.09635231,0.07226423
2024-01-03 16:00:00,51.142128,107.45799,0.09965505,0.07474129
2024-01-03 16:15:00,45.055336,105.94793,0.10148419,0.07611314
2024-01-03 16:30:00,40.95598,107.86977,0.10533212,0.07899909
2024-01-03 16:45:00,33.790382,113.92131,0.107369296,0.08052697
2024-01-03 17:00:00,31.30096,115.32832,0.17631513,0.13223635
2024-01-03 17:15:00,26.422691,104.592316,0.17473656,0.13105242
2024-01-03 17:30:00,22.559599,114.94081,0.18130288,0.13597716
2024-01-03 17:45:00,16.10686,114.414215,0.18096972,0.13572729
2024-01-03 18:00:00,13.286223,112.81238,0.1751925,0.13139437
2024-01-03 18:15:00,14.750664,117.09665,0.1799336,0.13495019
2024-01-03 18:30:00,13.440767,109.98277,0.18239017,0.13679263
2024-01-03 18:45:00,14.258954,123.81177,0.1750794,0.13130955
2024-01-03 19:00:00,14.106312,121.05978,0.17602167,0.13201626
2024-01-03 19:15:00,14.46186,116.539474,0.17742337,0.13306752
2024-01-03 19:30:00,13.495416,118.61606,0.17915097,0.13436322
2024-01-03 19:45:00,16.061474,115.05564,0.1827759,0.13708192
2024-01-03 20:00:00,15.734872,121.47209,0.17869408,0.13402057
2024-01-03 20:15:00,20.625614,121.60219,0.18022127,0.13516596
2024-01-03 20:30:00,20.102503,118.97993,0.18898472,0.14173853
2024-01-03 20:45:00,18.24847,128.07326,0.17617476,0.13213107
2024-01-03 21:00:00,16.473886,130.69565,0.17738803,0.13304102
2024-01-03 21:15:00,16.2984,126.03426,0.18271236,0.13703427
2024-01-03 21:30:00,21.426498,125.40724,0.18395218,0.13796413
2024-01-03 21:45:00,20.08622,128.78468,0.1816592,0.1362444
2024-01-03 22:00:00,21.03084,127.30811,0.18723588,0.1404269
2024-01-03 22:15:00,17.082346,123.32542,0.10126983,0.075952366
2024-01-03 22:30:00,22.916348,125.2353,0.09209558,0.06907169
2024-01-03 22:45:00,22.447151,126.77571,0.10038798,0.075290985
2024-01-03 23:00:00,19.779139,128.99275,0.09771607,0.07328705
2024-01-03 23:15:00,21.501516,127.9988,0.10553525,0.07915144
2024-01-03 23:30:00,23.397524,128.68748,0.1038585,0.077893876
2024-01-03 23:45:00,23.379702,121.554825,0.09364124,0.07023093
2024-01-04 00:00:00,23.072512,130.04753,0.10540127,0.07905096
2024-01-04 00:15:00,23.807741,127.0584,0.10375747,0.0778181
2024-01-04 00:30:00,23.84287,136.84067,0.098702155,0.074026614
2024-01-04 00:45:00,24.95688,124.59317,0.099686235,0.07476468
2024-01-04 01:00:00,27.871187,126.882286,0.10556871,0.07917653
2024-01-04 01:15:00,20.041666,136.28333,0.09211396,0.069085464
2024-01-04 01:30:00,24.917334,125.056725,0.10178159,0.0763362
2024-01-04 01:45:00,25.928465,123.262596,0.10437364,0.07828023
2024-01-04 02:00:00,26.319393,118.780235,0.09964515,0.07473386
2024-01-04 02:15:00,25.102451,127.98129,0.10259164,0.07694373
2024-01-04 02:30:00,22.418116,116.3213,0.10041262,0.07530946
2024-01-04 02:45:00,26.638863,121.70875,0.09686384,0.072647884
2024-01-04 03:00:00,29.454699,117.10578,0.09676388,0.07257291
2024-01-04 03:15:00,22.915148,117.20385,0.10284772,0.07713579
2024-01-04 03:30:00,27.659214,111.19257,0.09745718,0.07309288
2024-01-04 03:45:00,25.18923,121.15842,0.09390168,0.070426255
2024-01-04 04:00:00,25.604757,113.547554,0.100489594,0.0753672
2024-01-04 04:15:00,23.469645,108.65127,0.09794768,0.07346076
2024-01-04 04:30:00,24.722122,117.36024,0.09520357,0.07140268
2024-01-04 04:45:00,27.775072,109.16071,0.10028699,0.07521524
2024-01-04 05:00:00,26.093513,111.33843,0.10306911,0.07730183
2024-01-04 05:15:00,28.116379,112.188416,0.1000806,0.07506045
2024-01-04 05:30:00,26.70165,109.54667,0.095735036,0.071801275
2024-01-04 05:45:00,24.892889,97.70183,0.10192721,0.07644541
2024-01-04 06:00:00,27.144724,108.12269,0.104140624,0.07810547
2024-01-04 06:15:00,29.385002,103.81163,0.10885214,0.0816391
2024-01-04 06:30:00,34.968166,101.795586,0.10576738,0.079325534
2024-01-04 06:45:00,37.458645,101.6025,0.095978566,0.071983926
2024-01-04 07:00:00,42.838615,94.55987,0.103432335,0.077574246
2024-01-04 07:15:00,45.858616,100.768425,0.101026095,0.07576957
2024-01-04 07:30:00,53.65531,93.58473,0.0953916,0.0715437
2024-01-04 07:45:00,53.598003,96.98842,0.10113518,0.07585139
2024-01-04 08:00:00,61.63525,97.89714,0.10767471,0.08075603
2024-01-04 08:15:00,63.62504,100.76304,0.10478346,0.07858759
2024-01-04 08:30:00,70.087616,92.44119,0.0959462,0.07195965
2024-01-04 08:45:00,72.77263,100.8399,0.10005487,0.07504115
2024-01-04 09:00:00,78.20983,98.19896,0.1019667,0.076475024
2024-01-04 09:15:00,79.08551,92.13866,0.09308039,0.06981029
2024-01-04 09:30:00,77.279976,88.93517,0.09321825,0.069913685
2024-01-04 09:45:00,82.82294,87.18,0.10061851,0.07546388
2024-01-04 10:00:00,82.86747,93.70035,0.1006707,0.07550303
2024-01-04 10:15:00,86.14174,89.39673,0.09264473,0.06948354
2024-01-04 10:30:00,91.871346,96.951416,0.1015519,0.076163925
2024-01-04 10:45:00,91.491165,89.32045,0.104347855,0.07826089
2024-01-04 11:00:00,89.8762,88.397316,0.09912679,0.0743451
2024-01-04 11:15:00,89.99082,92.973045,0.10023925,0.075179435
2024-01-04 11:30:00,92.51106,89.409805,0.102285646,0.07671423
2024-01-04 11:45:00,90.12083,92.380066,0.10175612,0.07631709
2024-01-04 12:00:00,91.00086,96.55729,0.09332551,0.06999414
2024-01-04 12:15:00,92.43801,93.42418,0.09637952,0.07228464
2024-01-04 12:30:00,93.27938,93.85403,0.09841659,0.07381244
2024-01-04 12:45:00,91.02859,94.67688,0.09655669,0.07241752
2024-01-04 13:00:00,83.76328,87.63915,0.10586788,0.079400904
2024-01-04 13:15:00,87.18816,96.6009,0.10253791,0.07690343
2024-01-04 13:30:00,84.66339,96.35936,0.0955611,0.07167082
2024-01-04 13:45:00,83.00216,100.03847,0.099142656,0.074356996
2024-01-04 14:00:00,82.78704,99.69532,0.10452157,0.07839118
2024-01-04 14:15:00,72.54481,97.32398,0.097415045,0.07306128
2024-01-04 14:30:00,72.3545,103.17187,0.10340634,0.077554755
2024-01-04 14:45:00,71.346115,98.82921,0.10553272,0.07914954
2024-01-04 15:00:00,63.405354,101.98863,0.10486457,0.078648426
2024-01-04 15:15:00,65.71668,100.794205,0.10072162,0.07554121
2024-01-04 15:30:00,59.506054,104.958725,0.1050041,0.07875308
2024-01-04 15:45:00,56.2925,102.70813,0.09791105,0.07343329
2024-01-04 16:00:00,49.13071,111.931465,0.109943524,0.08245765
2024-01-04 16:15:00,47.435177,114.55782,0.1009634,0.07572255
2024-01-04 16:30:00,43.36057,111.14628,0.104587175,0.07844038
2024-01-04 16:45:00,37.00593,114.98793,0.098551966,0.07391398
2024-01-04 17:00:00,32.24611,103.84314,0.18199767,0.13649824
2024-01-04 17:15:00,27.496153,105.491745,0.18217386,0.1366304
2024-01-04 17:30:00,20.368568,111.06323,0.17628467,0.1322135
2024-01-04 17:45:00,16.922457,113.67655,0.17616624,0.13212468
2024-01-04 18:00:00,12.038102,113.86591,0.179182,0.1343865
2024-01-04 18:15:00,13.49202,109.21737,0.18442133,0.138316
2024-01-04 18:30:00,15.129558,121.494675,0.1726743,0.12950572
2024-01-04 18:45:00,11.438369,126.57799,0.1785486,0.13391146
2024-01-04 19:00:00,13.749983,124.12395,0.1852395,0.13892962
2024-01-04 19:15:00,17.424603,124.34236,0.1750715,0.13130362
2024-01-04 19:30:00,13.451356,121.86218,0.1850156,0.13876171
2024-01-04 19:45:00,13.783986,118.49624,0.17548883,0.13161662
2024-01-04 20:00:00,16.334057,123.018036,0.17633384,0.13225038
2024-01-04 20:15:00,18.128048,131.95547,0.17941111,0.13455833
2024-01-04 20:30:00,16.978645,122.87241,0.18749385,0.14062038
2024-01-04 20:45:00,20.134699,123.14662,0.17743997,0.13307999
2024-01-04 21:00:00,19.713589,130.01767,0.17306815,0.12980112
2024-01-04 21:15:00,20.206865,130.83846,0.17439227,0.1307942
2024-01-04 21:30:00,20.152445,123.23822,0.1837278,0.13779585
2024-01-04 21:45:00,24.216026,125.9988,0.17458105,0.13093579
2024-01-04 22:00:00,19.660229,125.37904,0.18475187,0.1385639
2024-01-04 22:15:00,16.564474,127.93289,0.10027917,0.07520937
2024-01-04 22:30:00,24.26998,132.26076,0.09987092,0.07490319
2024-01-04 22:45:00,20.622911,124.745346,0.10118922,0.07589191
2024-01-04 23:00:00,22.215761,132.35866,0.09679632,0.07259724
2024-01-04 23:15:00,25.063667,128.36806,0.100551486,0.075413615
2024-01-04 23:30:00,19.665571,137.15077,0.09522771,0.07142078
2024-01-04 23:45:00,20.771473,128.92946,0.10539556,0.079046674
2024-01-05 00:00:00,20.454298,126.99899,0.09589082,0.071918115
2024-01-05 00:15:00,22.426445,129.3436,0.10175552,0.07631664
2024-01-05 00:30:00,25.226099,125.28125,0.095861,0.07189575
2024-01-05 00:45:00,25.700132,118.962616,0.09786718,0.073400386
2024-01-05 01:00:00,25.480751,124.62637,0.09850467,0.073878504
2024-01-05 01:15:00,22.349451,123.94128,0.11192539,0.083944045
2024-01-05 01:30:00,20.770828,117.91109,0.099942215,0.07495666
2024-01-05 01:45:00,25.684147,123.24098,0.096713886,0.07253541
2024-01-05 02:00:00,24.783854,114.45948,0.09822178,0.073666334
2024-01-05 02:15:00,26.765053,120.47748,0.09398131,0.07048599
2024-01-05 02:30:00,27.335466,121.93208,0.09934886,0.07451164
2024-01-05 02:45:00,26.259354,120.38825,0.10740435,0.08055326
2024-01-05 03:00:00,27.520266,117.35572,0.10134416,0.07600812
2024-01-05 03:15:00,26.441294,117.61907,0.10361361,0.077710204
